subject	segment	cloze	lab	item	n400	FullText	TargetWords
birm10	66	87	birm	67	-5.47	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
birm10	67	7	birm	66	11.14	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
birm10	68	0	birm	62	6.05	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
birm10	69	60	birm	75	0.26	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
birm10	70	90	birm	72	11.55	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
birm10	71	0	birm	69	-0.79	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
birm10	72	3	birm	70	-23.55	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
birm10	73	0	birm	74	-7.03	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
birm10	74	27	birm	68	-1.66	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
birm10	75	97	birm	79	0.22	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
birm10	76	90	birm	71	5.46	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
birm11	1	62	birm	17	-1.71	When the representative retired in the middle of his term, the state was forced to hold an election	election
birm11	2	7	birm	3	-5.74	It was difficult to understand the foreign professor because he had a lisp	lisp
birm11	3	87	birm	18	-10.58	Without the floats and the marching bands it wasn't much of a parade	parade
birm11	4	34	birm	8	17.98	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
birm11	5	0	birm	20	1.51	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
birm11	6	100	birm	2	4.21	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
birm11	7	0	birm	19	8.91	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
birm11	8	0	birm	15	-3.48	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
birm11	9	0	birm	7	16.23	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
birm11	10	90	birm	14	2.81	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
birm11	11	13	birm	12	9.4	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
birm11	12	97	birm	13	13.45	On a street corner in Paris Kim had her portrait painted by an artist	artist
birm11	13	20	birm	4	15.1	Katie did not like to say words with the letter s because she spoke with an accent	accent
birm11	14	100	birm	6	-2.02	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
birm11	15	93	birm	5	6.55	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
birm11	16	93	birm	9	9.89	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
birm11	17	97	birm	1	-3.87	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
birm11	18	0	birm	16	4.91	James is an avid reader, so for his birthday his sister decided to give him an education	education
birm11	19	80	birm	10	-2.55	The tweeting in the treetops sounded like a bird	bird
birm11	20	7	birm	11	7.85	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
birm11	21	40	birm	24	5.77	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
birm11	22	3	birm	32	1.9	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
birm11	23	87	birm	26	9.31	I wanted to put my coat in the closet but I could not find a hanger	hanger
birm11	24	0	birm	40	-2.3	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
birm11	25	0	birm	35	-4.13	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
birm11	26	93	birm	38	4.87	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
birm11	27	53	birm	33	3.51	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
birm11	28	0	birm	39	-12.38	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
birm11	29	3	birm	23	9.09	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
birm11	30	67	birm	28	15.65	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
birm11	31	97	birm	34	-7.71	You never forget how to ride a bicycle	bicycle
birm11	32	90	birm	30	-9.86	Instead of recording a live album the band decided they would have more control if they recorded in a studio	studio
birm11	33	0	birm	31	-2.18	Sue had wanted to go to Tim's birthday party but she was still waiting for a message	message
birm11	34	7	birm	36	8.93	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
birm11	35	97	birm	25	6.42	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
birm11	36	77	birm	21	10	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
birm11	37	53	birm	22	4.11	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
birm11	38	90	birm	29	11.44	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
birm11	38	90	birm	29	11.44	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
birm11	39	0	birm	27	3.33	No matter how safely you drive your car chances are someday you'll be involved in a race	race
birm11	40	80	birm	37	9.83	Frank wanted to design a very modern house so he sought advice from an architect	architect
birm11	41	13	birm	47	-1.7	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
birm11	42	3	birm	51	9.04	After Joanne's first book was published she finally felt she could call herself a success	success
birm11	43	40	birm	43	-7.67	Jeffrey mailed the letter without an envelope	envelope
birm11	44	0	birm	52	-0.03	Alicia's first client was a failure but her second was an author	author
birm11	45	37	birm	42	11.17	Older children often have a harder time than younger children dealing with the loss of a parent	parent
birm11	46	0	birm	56	15.57	Carrie's father had always joked that two is company but three is an audience	audience
birm11	47	93	birm	53	-2.3	Lance had moved to Hollywood in hopes of becoming an actor	actor
birm11	48	40	birm	49	-8.64	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
birm11	49	67	birm	45	15.93	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
birm11	50	0	birm	48	4.16	Before little Gloria went to sleep she wanted to hear an excuse	excuse
birm11	51	27	birm	60	8.73	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
birm11	52	63	birm	46	12.34	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
birm11	53	77	birm	54	7.18	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
birm11	54	73	birm	58	1.09	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
birm11	55	37	birm	50	-1.56	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
birm11	56	69	birm	57	-0.05	Damon preferred climbing stairs over going up an escalator	escalator
birm11	57	100	birm	41	-4.58	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
birm11	58	60	birm	55	3.57	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
birm11	59	47	birm	44	10.26	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
birm11	60	7	birm	59	-4.51	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
birm11	61	0	birm	75	17.1	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
