Subject	Electrode	N400	FullText	Item	Condition
s22	C4	7.8757	The celebrating couple joyfully popped open a bottle of campaign	Item 121	SemCrit
s22	C4	-9.2273	Her grandmother's pennies inspired her to start a coin parasol	Item 19	Sem
s22	C4	-5.9478	The reagents reacted faster in the presence of a callus	Item 13	SemCrit
s22	C4	4.3804	Agriculture in this desert would be impossible without this irrigations	Item 78	Synt
s22	C4	-3.1416	The powerful cheetah sprinted in pursuit of a baby gazelle	Item 74	Control
s22	C4	-5.2862	She was vaccinated so her body would developed an immunities	Item 91	Synt
s22	C4	-1.0859	The college sent out a newsletter to all its alumnus	Item 107	Synt
s22	C4	5.6628	The flute player nervously prepared an excerpt for a corridor	Item 100	Sem
s22	C4	5.187	Up on the tree branch perched a bright red cardinal	Item 11	Control
s22	C4	0.94572	Senator McCarthy accused the screenwriter of being a Communist sympathizers	Item 65	Synt
s22	C4	-0.71589	Yuan emperors were Mongolian because Kublai Khan founded this inebriation	Item 145	Sem
s22	C4	1.7491	She didn't answer the phone, so I left a massage	Item 137	SemCrit
s22	C4	3.1629	His personality was dramatically altered after acquiring this brain leisure	Item 142	SemCrit
s22	C4	-4.2374	The afternoon showing cost less because it was a matinees	Item 60	Synt
s22	C4	5.4531	The storyteller could turn any incident into an amusing anecdote	Item 5	Control
s22	C4	-18.637	The United States has a large stockpile of nuclear ornaments	Item 113	SemCrit
s22	C4	1.2438	Despite technological advances, wars cannot be won without an infantry	Item 54	Control
s22	C4	-0.87417	The student went to medical school to become a physician	Item 31	Control
s22	C4	-6.2975	Soda cans and tin foil are both made of exertion	Item 108	Sem
s22	C4	-0.70805	Rupert Murdoch is the owner of a vast media empires	Item 39	Synt
s22	C4	3.0124	The woman brought her sick pet dog to a veterinarians	Item 2	Synt
s22	C4	-4.2661	The monk sat quietly and fell into a deep medication	Item 18	SemCrit
s22	C4	12.579	A new gravitational theory was proposed by an eminent physicists	Item 32	Synt
s22	C4	-9.6178	Two common semi-aquatic rodents are a beaver and a collection	Item 150	Sem
s22	C4	7.0849	Like the IRS and FBI, CIA is another three-letter mobility	Item 95	Sem
s22	C4	-1.2867	He soon backed away, sensing he had crossed a boundary	Item 119	Control
s22	C4	0.96357	The study of sounds in language is known as phrenology	Item 43	SemCrit
s22	C4	-6.61	The casket was carried to the cemetery in a hearse	Item 45	Control
s22	C4	-1.3695	The devout Christian girl travelled to India as a mercenary	Item 132	SemCrit
s22	C4	0.65976	Champagne was once reserved exclusively for the royalty and nobility	Item 80	Control
s22	C4	-12.393	Political corruption and economic hardship fueled a growing anti-government dalmatian	Item 10	Sem
s22	C4	-5.2151	I blacked out and was confused when I regained duration	Item 125	Sem
s22	C4	2.0748	The preacher believed drunkenness was the cause of much immoralities	Item 51	Synt
s22	C4	-0.27449	A lolcat is cat photograph with a humorous ungrammatical captain	Item 97	SemCrit
s22	C4	2.0187	That grenade explodes stronger than a stick of this dynamites	Item 146	Synt
s22	C4	6.8951	A syllogism is a common form of a deductive inferno	Item 123	SemCrit
s22	C4	-6.2135	Candidates must be citizens, but that is the only stipulations	Item 89	Synt
s22	C4	-2.5671	The museum pass provides five dollars off of each carnival	Item 101	Sem
s22	C4	-11.845	Considering my previous experiences, I had a rather low expectation	Item 157	Control
s22	C4	-1.4823	The doomsday preacher urged repentance and warned of an apostrophe	Item 148	SemCrit
s22	C4	4.9008	The poor stayed poor because of this limited upward nobility	Item 79	SemCrit
s22	C4	-7.4141	He loves me? she wondered, plucking off a daisy petals	Item 152	Synt
s22	C4	14.195	The pseudoscience of inferring personality from skull measurements is phrenology	Item 44	Control
s22	C4	-3.2183	He denounced the novel's film adaptation as a complete travesties	Item 68	Synt
s22	C4	-9.5862	The napalm turned the luscious forest into a fiery attitude	Item 124	Sem
s22	C4	-1.536	The vintage wedding dress was big and required an altercation	Item 3	SemCrit
s22	C4	-3.772	Two important fluids in the body are blood and lymphs	Item 82	Synt
s22	C4	-4.338	Harvesting crops is often the job of a seasonal massage	Item 22	Sem
s22	C4	-1.8362	Marie Curie died of exposure to radiation from this veterinarian	Item 111	Sem
s22	C4	-10.84	On the mountaintop we felt dizzy because of this altitude	Item 105	Control
s22	C4	5.1566	The congregation listens to a sermon delivered by a pastor	Item 130	Control
s22	C4	-5.5206	Someone who has fought in a war is a veterans	Item 1	Synt
s22	C4	1.9917	The rice was spiced with a pinch of that message	Item 70	Sem
s22	C4	12.568	The bleach is too concentrated and requires a one-in-five dilution	Item 34	Control
s22	C4	-4.0597	The sermon denounced pride and extolled the virtue of alumni	Item 48	Sem
s22	C4	-4.1236	That white dog with little black spots is a dalmations	Item 133	Synt
s22	C4	9.8322	An intense tension headache can be mistaken for a migraine	Item 21	Control
s22	C4	-6.5463	After the Holocaust, German history could never escape this infamies	Item 53	Synt
s22	C4	3.6215	Blizzards are deadly hazards for explorers on an arctic expedition	Item 158	Control
s22	C4	3.561	He had a short attention span and needed constant stimulation	Item 90	Control
s22	C4	-4.8386	In the nineties, the Rugrats was a very popular carton	Item 85	SemCrit
s22	C4	-0.87504	The artist achieved eternal fame despite not seeking this immortalities	Item 52	Synt
s22	C4	-6.3206	One window on the dilapidated house was missing a migrant	Item 38	Sem
s22	C4	-9.9383	Cats were the only company for this lonely old splinter	Item 88	SemCrit
s22	C4	-19.435	The scientist designed an experiment to test a controversial gazette	Item 49	Sem
s22	C4	2.6012	Medics cleaned and bandaged the wound to prevent an infection	Item 56	Control
s22	C4	-7.4794	I control my fate; I don't have a predetermined embargo	Item 136	Sem
s22	C4	-1.127	Never stay out past midnight, was his mother's strict admission	Item 102	SemCrit
s22	C4	4.5538	Romeo longingly admired Juliet as she stood on this balcony	Item 118	Control
s22	C4	0.73672	Oh, yes, very impressive, she drawled with a sarcastic inflection	Item 55	Control
s22	C4	-13.311	After hours of playing, the guitarist's fingertips developed a calluses	Item 14	Synt
s22	C4	-7.192	He had sprinted and was still sweating from this exertions	Item 42	Synt
s22	C4	5.1168	The Big Dipper may perhaps be the most famous constellation	Item 128	Control
s22	C4	-5.1979	The child wore a glittery crown with a pink captain	Item 24	Sem
s22	C4	1.0307	The three kings bore gifts of gold, myrrh, and Frankenstein	Item 57	SemCrit
s22	C4	-0.37352	Capture or kill the wanted criminal to collect an expedition	Item 120	Sem
s22	C4	1.4909	The goddess refused to be bested by a mere mortal	Item 94	Control
s22	C4	-17.434	Rather than reducing violence, the intervention just caused an escalator	Item 153	SemCrit
s22	C4	3.3736	The vicious cyclone tragically caused many deaths and much destructions	Item 36	Synt
s22	C4	-5.9545	She saved him from the poison by administering a matinee	Item 6	Sem
s22	C4	-0.94794	Each winter evening, the family gathers around a warm hearths	Item 46	Synt
s22	C4	-4.1488	The herd of cows was out grazing in a pasture	Item 129	Control
s22	C4	0.74544	The dentist congratulated me on not having a single cavalry	Item 16	SemCrit
s22	C4	-2.8009	He idolized her, and her self-esteem benefited from this adorations	Item 144	Synt
s22	C4	-3.0609	Don't call it a prison; call it a correctional mortal	Item 160	Sem
s22	C4	-6.1168	The low intensity workout compensated by having a long adoration	Item 143	SemCrit
s22	C4	0.46919	To make the car accelerate, press down on this pedal	Item 151	Control
s22	C4	-5.5612	The printer needed more paper and a new ink carriage	Item 110	SemCrit
s22	C4	-4.7511	The child made a caterpillar from an old egg cartons	Item 86	Synt
s22	C4	-4.0517	The flooded river fertilized the fields with a rich juggler	Item 9	Sem
s22	C4	-7.3353	To protect herself from the sun, she carried a parasite	Item 156	SemCrit
s22	C4	-12.731	The coach scolded the player for having a bad attitude	Item 106	Control
s22	C4	-7.5982	The cause of death must be determined by a coroners	Item 25	Synt
s22	C4	6.712	The retiree found he soon tired of all this leisure	Item 141	Control
s22	C4	-4.7558	The student had his editorial published in a local gazettes	Item 73	Synt
s22	C4	-2.4868	Old car engines mixed fuel and air in a carburetors	Item 103	Synt
s22	C4	-8.8171	This docile herbivorous aquatic mammal is known as a matinee	Item 59	SemCrit
s22	C4	-2.0875	The teacher taught that subtraction was the opposite of audition	Item 99	SemCrit
s22	C4	-9.2236	The baseball player felt cheated and swore at a coronation	Item 40	Sem
s22	C4	0.10546	The soaring eagle circled and glided upwards on a thermals	Item 72	Synt
s22	C4	-2.5699	The king knelt to be crowned at an official parasite	Item 28	Sem
s22	C4	-4.7846	My back was so tense I really needed a massage	Item 138	Control
s22	C4	-12.113	Edith Piaf's extraordinary singing career was begun in a carburetor	Item 104	SemCrit
s22	C4	3.7998	Clownfish have evolved invulnerability to the poison tentacles of anemone	Item 7	Synt
s22	C4	6.4599	The detectives discovered the professor was poisoned with this carriage	Item 116	Sem
s22	C4	-14.079	She danced with an elegant masked gentleman at that mascara	Item 62	SemCrit
s22	C4	7.3922	The contraction for ""it is"" needs to include an apostrophe	Item 147	Control
s22	C4	2.126	The circus featured an acrobat, a clown, and a cavity	Item 83	Sem
s22	C4	-1.683	After she deceived her mother, she had a guilty musket	Item 126	Sem
s22	C4	-15.814	The archeologists found the mummy of a young Egyptian pheromone	Item 30	SemCrit
s22	C4	-10.028	Blinking causes a momentary pupil contraction followed by a dilation	Item 33	Control
s22	C4	-0.61992	For lunch, she had brought tomato soup in a thermal	Item 71	SemCrit
s22	C4	6.6086	The thesaurus shows that a synonym for drunkenness is inebriation	Item 96	Control
s22	C4	-1.0974	The ambassador who negotiated the deal was a skilled diplomats	Item 140	Synt
s22	C4	-11.251	The mason built his own house of brick and mortar	Item 93	Control
s22	C4	0.76788	The Caribbean cruise package includes this kayaking and snorkeling exertion	Item 41	SemCrit
s22	C4	-1.0577	The princess arrived at the ball in a horse-drawn cartridge	Item 109	SemCrit
s22	C4	0.24582	The Christmas tree was decorated with many shining glass infantry	Item 114	Sem
s22	C4	-4.244	The teacher interrupted his sentence to make a grammatical correction	Item 20	Control
s22	C4	-4.3819	Some controversial stem cell research requires a fertilized human migraine	Item 76	Sem
s22	C4	-1.5839	The computer could read text aloud using a speech synthesizer	Item 66	Control
s22	C4	4.4752	There is a beanbag toss game booth at this destruction	Item 12	Sem
s23	C4	0.30798	It's alive! he cackled as he animated this monster Frankensteins	Item 58	Synt
s23	C4	7.893	Romeo longingly admired Juliet as she stood on this baloney	Item 118	SemCrit
s23	C4	-3.7261	My back was so tense I really needed a message	Item 138	SemCrit
s23	C4	12.958	Two important fluids in the body are blood and lymph	Item 82	Control
s23	C4	6.5583	The United States has a large stockpile of nuclear adoration	Item 113	Sem
s23	C4	-0.75847	The herd of cows was out grazing in a pastor	Item 129	SemCrit
s23	C4	0.87858	The three kings bore gifts of gold, myrrh, and anemones	Item 57	Sem
s23	C4	-1.1769	The afternoon showing cost less because it was a matinee	Item 60	Control
s23	C4	6.3949	The sermon denounced pride and extolled the virtue of humilities	Item 48	Synt
s23	C4	4.4515	The Big Dipper may perhaps be the most famous consternation	Item 128	SemCrit
s23	C4	-10.412	The archeologists found the mummy of a young Egyptian hearth	Item 30	Sem
s23	C4	2.1495	Someone who has fought in a war is a veteran	Item 1	Control
s23	C4	9.7431	Pikemen can be an effective defense against a charging stipulation	Item 15	Sem
s23	C4	2.565	The vicious cyclone tragically caused many deaths and much destruction	Item 36	Control
s23	C4	-2.1697	The child wore a glittery crown with a pink rhinestones	Item 24	Synt
s23	C4	2.6943	He had sprinted and was still sweating from this exertion	Item 42	Control
s23	C4	-1.0337	She was vaccinated so her body would developed an immunity	Item 91	Control
s23	C4	4.6447	Yuan emperors were Mongolian because Kublai Khan founded this dynasties	Item 145	Synt
s23	C4	4.8825	The student went to medical school to become a physicist	Item 31	SemCrit
s23	C4	10.333	Blackmail is just one of many weapons in this arsenic	Item 115	SemCrit
s23	C4	0.72158	She lunged towards his neck, going right for the jugulars	Item 84	Synt
s23	C4	-1.8218	The Caribbean cruise package includes this kayaking and snorkeling irritation	Item 41	Sem
s23	C4	0.79223	Cats were the only company for this lonely old radium	Item 88	Sem
s23	C4	-10.476	Capture or kill the wanted criminal to collect a bounties	Item 120	Synt
s23	C4	-20.133	The cheapest lunchmeat at this grocery store is this immortality	Item 117	Sem
s23	C4	-0.5615	Blinking causes a momentary pupil contraction followed by a dilution	Item 33	SemCrit
s23	C4	17.32	Once Faust signed, he was doomed to this eternal damnation	Item 134	Control
s23	C4	2.8943	Soda cans and tin foil are both made of aluminums	Item 108	Synt
s23	C4	7.8511	The princess arrived at the ball in a horse-drawn thermal	Item 109	Sem
s23	C4	7.4733	The woman brought her sick pet dog to a veterinarian	Item 2	Control
s23	C4	-3.1866	Mediators prevented the dispute from escalating into a violent alteration	Item 4	SemCrit
s23	C4	2.5092	The hostess greeted her guests with a light social pleasantries	Item 64	Synt
s23	C4	-2.6711	The circus featured an acrobat, a clown, and a jugglers	Item 83	Synt
s23	C4	11.04	He had a short attention span and needed constant stipulation	Item 90	SemCrit
s23	C4	2.6404	The scientist designed an experiment to test a controversial hypotheses	Item 49	Synt
s23	C4	-6.7036	He idolized her, and her self-esteem benefited from this adoration	Item 144	Control
s23	C4	6.4308	The sailors feared the harsh discipline of this ship captains	Item 98	Synt
s23	C4	-7.1965	The goddess refused to be bested by a mere mortar	Item 94	SemCrit
s23	C4	-7.2466	The low intensity workout compensated by having a long Frankenstein	Item 143	Sem
s23	C4	-0.36623	Candidates must be citizens, but that is the only stipulation	Item 89	Control
s23	C4	11.67	The teacher interrupted his sentence to make a grammatical collection	Item 20	SemCrit
